duration,src_bytes,dst_bytes,count,srv_count,protocol,flag,attack
0.2381,338,194,34,12,1,0,0
0.1564,68,25,30,20,0,1,1
0.2272,13,63,36,8,0,1,0
0.29,751,3389,131,59,0,0,1
0.2396,12,4733,2,14,0,3,1
0.4283,346,138,136,8,1,3,1
0.0073,276,4932,60,7,0,1,0
3.0845,2320,4750,56,29,0,3,0
0.9424,9775,80,79,4,1,0,0
0.8213,193,42,24,10,0,0,0
1.7615,228,578,20,19,0,1,0
0.2688,1212327,2,175,16,1,2,1
0.0504,1166,17,270,36,1,3,1
0.2219,2882,854,73,1,0,0,1
0.165,17113,695,203,38,0,1,1
0.4886,284,18806,15,11,1,1,0
0.0733,365,1527,67,3,1,0,0
0.6884,3,321,18,30,1,0,0
0.2803,14,12042,8,18,1,0,0
0.9032,202,482,27,9,0,0,0
0.0997,1950,4713,38,24,2,1,0
1.3269,195,4089,74,14,0,0,0
0.4866,302118,6,54,15,0,2,1
0.2397,6982,32,23,6,0,0,0
1.1557,118,117,49,11,1,0,0
0.036,9,592,112,48,0,2,1
0.3613,27,862,52,10,0,0,0
0.8703,4315,2300,1,1,0,3,0
0.0884,1353,1568,297,22,0,3,1
0.123,18100,836,143,64,0,2,1
0.071,195,409,203,59,2,1,1
0.4772,2756,7322,25,30,0,3,0
0.0288,122,361125,16,5,1,0,0
0.1835,186,414,36,19,0,0,0
1.8385,356,5431,20,15,0,0,0
0.0396,87,53,36,7,1,2,0
0.6412,10,265,90,63,1,1,1
0.3635,11589,312,33,30,0,2,0
0.8116,603,943,65,23,0,1,0
0.928,924,8346,29,15,1,0,0
0.0639,9301,353,45,23,0,0,1
0.2417,526,772,266,9,0,0,1
1.0706,224,438,75,33,0,0,0
0.733,55,816,42,33,0,0,0
0.0622,1572,266,244,33,1,3,1
1.5892,1091,601,18,7,1,0,0
0.9613,5658,75,24,18,0,0,0
0.2801,7,15439,67,31,1,0,0
0.0931,415,445,27,26,0,1,0
0.401,464,1,171,68,0,2,1
0.0391,372,2088,71,24,0,2,0
0.1115,35946,218,48,19,1,0,1
0.1356,332,56,77,25,1,3,0
0.4711,292,376,72,9,1,0,0
0.7676,2462,39,75,33,1,0,1
0.1062,14303,1341,34,9,0,1,0
0.0058,6830,126,13,16,1,0,0
0.0738,1866,19,213,29,0,1,1
0.9336,106615,252,17,28,0,1,0
0.3834,3221,4144,79,25,0,2,0
0.5088,223,21,48,20,1,1,0
0.0858,30,2,288,51,0,3,1
0.3528,855,225,226,19,2,1,1
1.1254,739,509,66,17,0,0,0
0.4985,63144,86,287,32,1,3,1
0.2031,276,310,7,5,1,0,0
0.1138,104,480,241,63,2,3,1
0.0075,355,487,3,20,0,0,0
0.3033,79,34,145,34,0,1,1
0.0702,29742,224,67,4,1,0,0
0.4289,2507,115,32,3,1,0,0
0.3266,88899,28306,78,23,2,2,1
1.5225,1001,6191,9,26,0,2,0
0.5104,939,58643,3,7,0,0,0
0.8479,31,117,39,8,1,3,0
0.5314,28,1059,13,8,1,1,0
0.3131,5055,598,34,2,0,0,1
1.044,134,678,49,3,1,1,1
1.8731,7884,303,21,32,0,0,0
0.4468,86,1092,33,28,0,0,0
0.1752,10818,5743,283,45,2,2,1
1.0475,3815,97,122,14,1,0,1
1.302,35,2241,64,14,1,0,0
0.258,19297,9009,65,23,0,2,0
0.6024,231,115,71,29,0,0,0
0.0981,7799,282,293,41,1,2,1
0.3312,145,1184,13,6,0,1,0
0.7423,23,467,37,1,0,0,0
0.0985,397,184,244,27,0,1,1
0.4196,542,355,60,20,2,1,0
0.2265,158,241,71,4,1,1,0
0.1901,2582,306,39,1,0,3,1
0.0857,3409,759,71,20,0,0,0
0.3427,175,39,39,18,0,3,0
0.326,94,52563,29,13,0,0,0
0.0556,112,270,6,11,0,0,0
0.1888,139,534,68,1,0,0,0
0.038,5156,895,30,6,0,3,0
2.4983,228,1170,47,14,0,0,0
0.9442,355,301,33,13,0,2,0
0.7425,67,8865,77,27,2,0,0
1.3885,174,43276,24,30,1,0,0
0.1406,270,91,138,53,0,0,1
0.3647,6535,7944,39,30,2,0,0
0.0988,1387,55,230,53,0,1,1
0.4192,61595,71,91,22,1,3,1
0.0299,99,15,77,14,2,0,0
0.2212,2676,4,45,35,1,0,1
0.0703,1369,19,54,32,2,2,1
0.181,5293,1434,31,22,2,1,0
0.5315,958,13,76,5,0,1,0
0.0724,694,306,37,34,0,2,0
0.0623,595,321,224,54,1,1,1
0.1227,331,2267,153,63,1,2,1
0.1081,2822,3173,66,27,1,1,0
0.5937,266,442,79,15,0,0,0
0.6874,34206,347,25,3,0,0,0
1.1149,62,2697,42,34,0,2,0
0.5005,58,948,65,15,0,0,0
0.342,14,70,21,7,0,0,0
0.4459,45740,103,296,53,2,2,1
0.2759,4326,240,17,21,0,2,0
0.3743,207563,2140,120,69,1,3,1
0.6197,12489,1130,224,15,0,0,1
0.9414,5496,6894,121,58,0,1,1
0.92,22,10456,28,3,0,2,0
0.0936,232,1298,34,6,0,0,0
0.0765,13014,495,77,31,1,0,0
0.1922,434,867,7,21,0,1,0
0.2146,1023,38,72,16,0,2,0
0.0185,11330,3338,13,23,1,0,0
0.7878,28,6847,68,32,1,2,0
0.4783,50,821,32,11,0,3,0
2.709,116,1812,11,22,1,0,0
0.2847,59,1,8,15,1,0,1
0.4146,108,3470,56,20,2,0,0
0.0304,917,215,31,26,0,1,1
0.0436,336,8,95,5,0,0,1
0.2992,16054,9362,34,34,0,1,0
1.1297,6,23,5,32,1,0,0
0.0359,1208,47,105,12,1,3,1
0.3294,309,2400,68,3,0,0,0
0.1907,183,2171,9,12,2,0,0
0.5143,78,11138,66,24,0,2,0
0.5001,914,2799,57,27,0,0,0
1.0776,503,568,59,15,0,0,0
0.0327,4330,503,70,23,0,0,0
0.258,1728,3753,78,31,0,0,0
0.4698,113,500,49,31,0,3,0
0.1146,840,664,61,34,0,0,0
0.3885,149,2111,19,31,2,0,0
0.0485,1,7256,73,30,0,0,0
0.5052,821,3964,44,13,2,0,0
0.0363,331,266,14,29,1,0,0
1.3042,0,547,41,18,0,0,0
0.1066,510,79,232,35,2,1,1
0.1079,1050,417,21,13,0,0,0
0.0397,5643,1416,69,31,0,0,0
0.1264,834,11813,74,8,1,1,0
0.5979,631,86,70,19,0,2,0
0.0592,665371,1441,209,23,1,2,1
1.1986,181747,22,49,26,0,2,1
0.1493,2,6589,5,28,0,0,0
1.174,110,276,52,21,0,0,0
0.0954,17296,46,60,67,0,1,1
0.2136,52476,5,219,8,0,2,1
0.0549,6808,4,62,13,0,0,1
0.0485,146,9055,44,4,0,0,0
0.2223,44,12675,55,30,1,0,0
0.5576,6734,169,153,32,0,0,1
0.3014,364,24,206,10,0,0,1
0.9941,56,284,118,62,0,1,1
0.2451,287655,35,154,33,1,2,1
0.4223,17238,24,246,9,0,1,1
0.3804,3592,3310,44,29,0,0,0
0.2949,10318,485,137,66,1,2,1
0.1144,22,29031,11,30,0,0,0
0.577,41464,17,211,47,0,3,1
1.2548,362,1609,6,20,0,0,0
0.3869,3246,19,237,62,0,0,1
0.544,21220,129,202,36,2,1,1
0.036,25063,154,222,62,1,1,1
0.2763,5197,85,129,44,1,0,1
0.1195,155,2062,37,49,1,1,1
0.766,1061,537,53,9,1,2,0
0.965,1001,12,92,62,0,1,1
0.7588,1290,866,63,14,0,1,0
0.3076,98,1,113,59,1,2,1
0.6759,589,5170,70,22,0,0,0
0.4795,0,32331,53,24,1,0,0
0.1129,291,2,96,59,1,2,1
0.1048,301,39,221,19,1,0,1
0.0282,2247,24535,18,16,1,3,0
0.1577,5157,17,134,48,0,2,1
0.0906,29,78,51,17,0,0,0
0.368,56,644,66,28,0,0,0
0.0376,109,39,81,27,0,2,1
0.5475,2676,1156,37,25,1,0,0
0.3953,1820,106,15,12,0,0,0
0.2014,6702,45,138,38,1,0,1
0.6615,48,16783,2,25,0,0,0
0.6366,222,2,40,7,2,3,0
0.7446,57,170,241,20,1,1,1
1.1156,6,5,9,22,0,0,0
0.5503,2326,0,196,11,1,0,1
1.145,0,2304,22,6,0,0,0
0.2293,1461,11,34,18,1,1,1
0.3354,8,857,22,19,0,1,0
0.5816,2362,585,246,30,0,0,1
1.793,221,578,59,4,2,0,1
0.2837,23587,88,231,10,0,0,1
0.4022,23526,486,151,59,1,0,1
0.6542,516,473,9,17,0,0,0
0.1655,4680,900,286,67,0,1,1
0.7043,69,8806,73,24,2,0,0
0.1917,5304,7,59,31,1,1,1
0.3727,291,0,71,31,0,0,1
1.1379,1375,307,68,26,0,0,0
0.151,15,31,69,31,1,0,0
0.0454,26835,158,9,2,1,0,0
0.177,232,102,68,34,1,0,0
0.4648,36,964,78,14,2,0,0
0.1765,63,21,67,13,0,0,0
0.0141,3349,23,144,21,1,2,1
0.2193,711,1,76,13,1,1,0
1.1457,425,1083,42,31,2,0,0
0.3076,1935,5,113,29,1,1,1
0.4285,349,10,66,1,0,3,0
0.0548,28750,10,73,15,1,1,1
0.1366,60,23,145,55,1,1,1
0.4642,38,1597,51,18,2,0,0
0.5438,1159,2517,249,65,1,2,1
1.502,19417,8392,8,17,0,3,0
0.2952,2113,981,73,8,0,1,0
0.1704,19529,164,52,8,0,1,0
0.0199,0,725,159,22,1,1,1
0.223,578,40,17,9,1,1,0
0.1889,1558,3,20,7,0,3,0
0.0138,82,152,63,15,0,0,0
0.5451,734,677,12,30,1,0,0
1.0624,639,7350,3,6,0,0,0
0.2984,150,15708,47,32,0,2,0
0.0919,610,9,192,67,1,1,1
0.1438,100,60,167,38,1,1,1
0.1841,1058,51,66,1,0,0,0
0.3367,423,400,12,10,1,2,0
0.0648,5176,681,226,54,0,1,1
0.997,213,178,45,23,0,0,0
0.0698,189,8973,18,2,1,0,0
0.6113,340054,793,72,8,0,2,1
0.7835,178,105,32,5,0,1,0
0.539,97,988,49,3,1,0,0
0.0398,22,1135,77,20,2,3,0
0.8273,54,10,12,10,2,0,0
0.078,61,355,9,30,1,1,0
0.6978,29586,248,133,32,1,0,1
1.4304,118,536,36,2,1,1,0
0.2684,2770,77,15,26,1,0,0
0.1029,270,678,46,16,0,0,0
0.0025,1948,14,33,22,0,0,1
0.5234,4429,1937,23,28,1,0,0
0.5555,18499,114,183,7,2,1,1
0.2995,179,40,66,4,0,0,0
0.2123,2958,6,284,45,1,1,1
0.8698,531,86,247,66,0,1,1
0.1811,17,140,69,7,2,2,1
0.019,59,46,141,13,0,2,1
0.4622,338,2181,8,9,2,0,0
0.0498,1747,1707,37,1,0,0,0
0.2071,363,830,31,5,2,0,0
0.1435,10249,208,54,51,1,3,1
0.199,280,2340,7,9,0,0,0
0.4376,319,118,32,18,0,3,0
0.019,699,1194,68,22,2,3,1
0.1215,184,2488,297,52,0,1,1
0.0723,831,100,17,17,1,0,0
0.0167,681,131,28,10,0,0,0
0.4085,912,96,251,11,0,0,1
0.0478,20473,2038,43,28,1,2,0
0.5617,818,118,10,26,0,0,0
0.7491,804,137,42,13,1,0,0
0.3463,812,102426,36,15,0,0,1
0.1275,127,3,78,24,2,2,0
0.3386,206,0,96,23,0,0,1
0.4481,59292,19,130,22,1,2,1
0.744,192,1115,9,33,1,0,0
0.7084,117,12,81,32,1,0,1
0.0105,4846,821,52,10,1,0,0
1.8112,5961,753,35,14,0,0,0
0.8407,737,7,75,28,0,0,0
0.5339,77,68,25,18,0,1,0
0.2998,13024,10944,143,44,1,3,1
0.2862,555,514,44,18,0,1,1
0.4032,542,301,269,48,0,3,1
0.2213,6285,923,164,36,0,0,1
1.0229,40414,12882,262,23,0,1,1
1.0573,389,760,34,34,0,0,0
0.4914,140,4651,3,11,0,0,0
1.5563,464,76800,19,23,0,0,0
0.8017,23,9,9,26,1,2,0
0.167,1102,300,24,19,0,0,1
0.5177,16,18535,72,5,0,2,0
2.2539,1632,596,2,24,1,0,0
0.0269,454,974,177,12,0,2,1
0.0361,25,8,20,32,1,1,0
1.0759,16525,7,42,25,1,0,0
1.2303,193,58,27,23,0,0,0
0.1667,164,265,19,32,1,0,0
0.8295,775,194,163,15,0,1,1
0.0357,1274,47,75,9,1,0,0
0.0044,496,134,35,5,0,0,0
1.0999,99,110,1,26,0,1,0
0.3274,1495,237,36,18,0,3,1
0.0673,4,1640,17,22,0,2,0
0.0136,556,30,85,59,1,0,1
0.6186,4272,15,196,7,1,1,1
0.0849,2831,630,38,10,0,0,0
0.8645,47,199,79,27,0,0,0
0.9776,1510,278,295,5,1,2,1
0.8601,17,2382,188,9,0,0,1
1.8076,369,2812,59,15,1,0,0
0.1344,39,229,58,16,2,1,0
0.0855,13368,1582,176,49,1,0,1
0.807,6755,108,60,5,2,3,0
0.807,283,888,32,19,0,0,0
0.0688,48043,58,255,16,0,0,1
0.1145,29,6358,8,24,0,2,0
0.796,18,1975,7,23,0,0,0
0.0122,240,1798,33,31,1,0,0
0.5871,11,225,22,12,0,2,0
0.2545,735,4375,47,31,0,0,0
0.3574,2115,4,1,3,0,0,0
0.859,176,31927,43,8,1,0,0
0.0524,347,8832,152,61,1,1,1
0.1653,354,45,223,66,1,0,1
0.3069,605,30938,67,28,0,0,0
0.0009,272,64,46,33,2,0,0
0.279,39,22952,77,11,1,0,0
0.4944,94,151,45,21,0,1,0
0.0912,250,286,71,32,0,0,0
0.2922,81,20,50,2,0,2,0
0.0479,88,1191,42,9,2,0,0
0.0821,8298,27,79,14,1,0,0
0.0784,6334,1075,178,36,0,1,1
0.2554,920,50,191,25,0,0,1
0.0915,2575,623,47,7,2,0,0
0.0429,35,5820,49,23,1,0,0
0.5421,6889,17,32,3,1,3,0
0.7421,21035,20,89,24,1,0,1
0.7758,1128,1694,30,19,0,2,1
0.3429,264,3,289,51,0,1,1
0.5361,638,9186,4,31,0,2,0
0.0402,25,27,76,26,0,0,0
0.4455,25920,4468,49,28,0,0,0
0.693,139,47,1,6,1,2,0
0.3327,2980,4,269,26,0,2,1
0.0652,10778,149,62,29,0,0,0
0.2004,4861,1260,74,30,1,3,0
0.036,6,1371,40,14,0,2,0
0.1493,0,217,38,3,0,1,0
1.2413,874,29,37,32,0,0,0
0.0373,903,98,28,33,0,0,0
0.209,890,751,57,27,0,0,0
0.3037,35,157,231,39,1,0,1
0.074,5873,20,142,32,1,2,1
0.3952,33675,5,100,60,1,3,1
1.5174,18,27,63,9,0,0,0
0.1899,15793,1490,181,23,0,1,1
0.2444,6395,850,74,51,0,1,1
0.6323,564,42020,14,1,1,1,0
0.754,83,203,55,29,0,0,0
0.4266,162,140,50,34,0,3,0
0.1212,93,132,17,31,1,0,0
0.5936,260,3625,27,12,0,2,0
0.8068,76,17,23,21,1,0,0
0.1529,1112,562,63,30,1,0,0
0.1698,1553,69,36,11,0,1,1
0.6624,111,61,51,12,2,2,0
1.0505,951,2317,61,12,1,0,0
0.2389,399,12,262,45,0,2,1
0.2252,14,20402,72,13,0,0,0
0.0521,836,35,61,21,0,3,1
0.3999,33431,130,125,56,1,1,1
0.3522,2383,126,12,34,0,0,0
0.6742,97,2220,46,32,1,2,0
0.0889,664,7,199,32,1,1,1
0.1331,1435,1752,141,13,2,3,1
0.1522,451,810,1,25,0,1,0
1.2669,67,89,269,56,0,0,1
0.4327,220,652,54,30,2,1,0
0.0854,69748,0,202,59,1,0,1
0.5101,967,41,237,13,1,0,1
0.8211,4,2093,47,28,0,0,0
0.2721,353,944,79,20,1,0,0
0.11,4956,10,233,64,1,2,1
0.37,211,1438,14,24,0,0,0
0.2182,8,102,258,31,0,2,1
1.0334,358,304,39,28,0,3,0
0.1788,9,396,20,34,0,0,0
0.14,226,5803,67,22,0,0,0
0.5426,2701,6825,52,7,0,0,0
0.5816,14541,317,48,68,0,3,1
0.0635,723,43,13,26,0,3,0
0.2958,2,2341,60,23,0,0,0
0.345,229,658,11,10,0,3,0
0.4725,1785,14,37,34,1,0,0
0.0925,1409,23,113,59,0,1,1
0.1268,30224,22085,31,33,0,1,0
0.1044,122,43,46,9,0,1,0
0.426,3084,7470,9,9,1,0,0
0.0365,94498,39485,56,3,2,0,0
0.9487,57,1824,68,33,0,0,1
0.9029,11234,650,52,2,0,2,0
0.997,65253,6685,30,7,1,0,0
0.0398,4141,30,16,7,1,0,0
0.074,4801,3061,223,50,0,1,1
0.0111,6331,1491,68,20,0,1,0
0.0697,846,176,74,25,1,1,0
1.0361,751,42,186,49,0,2,1
0.3737,3511,36,63,64,1,1,1
0.4185,142,2616,78,33,1,0,0
0.4282,874,32621,32,18,1,1,0
0.0308,72654,15,33,24,2,2,1
1.2366,1,122,2,17,0,0,0
0.2827,10149,171,124,6,1,2,1
1.4117,1291,128,37,33,1,0,0
0.1315,20,676,44,13,1,0,0
0.4532,758,56,59,21,0,0,0
0.0883,2000,191,78,18,0,0,0
0.7519,2324,808,63,17,0,0,0
1.4382,26401,21045,76,27,0,0,0
0.7261,38,11542,66,8,0,0,0
0.2915,2113,8444,60,18,2,0,0
0.567,2130,662,17,31,1,0,0
0.0539,171,23161,15,25,1,0,0
0.2238,124,3704,6,18,0,2,0
1.6938,137,23,5,10,0,2,0
0.5624,16540,34,41,21,2,0,0
0.598,68,32,190,18,2,2,1
0.1943,48,710,52,7,1,1,0
0.975,10,462,13,31,1,0,0
0.6467,46,4414,47,44,1,0,1
0.0401,2152,497,47,4,0,0,0
1.5192,156,266,11,19,1,3,0
0.5044,1263,36731,19,7,1,0,0
0.4984,1280,985,42,16,0,2,0
0.1786,5447,8501,49,24,0,2,0
0.086,244,7363,23,5,0,1,0
0.12,87347,2,295,52,0,0,1
0.0878,280,948,27,22,2,3,0
0.4478,348,22114,29,25,0,3,0
0.2528,618,358,8,10,0,1,0
0.4439,12178,130,32,67,1,0,1
0.0836,266,784,21,4,1,2,0
0.1827,947,462,69,25,1,0,0
0.2682,447,286,37,33,0,2,0
0.7685,231,1607,279,9,1,0,1
1.0725,150,500,34,15,1,0,0
0.0814,446,1,112,10,0,1,1
0.0497,602,1406,148,32,2,0,1
0.351,20245,3,83,12,2,1,1
0.2619,87,4,68,42,0,1,1
0.7347,690,2677,29,7,0,2,0
0.0331,2000,195,30,7,0,0,0
0.4404,329,753,73,29,1,2,0
0.3317,1243,667,263,52,1,1,1
0.6663,1993,932,140,40,0,3,1
0.8666,386,1614,33,9,0,0,0
0.1012,6661,258,32,42,0,0,1
0.0394,61,3978,12,24,1,0,0
0.3975,288,59,295,22,1,0,1
0.5919,971,236,84,13,0,0,1
0.0263,18129,0,76,40,1,2,1
0.0347,1683,33,31,2,1,1,0
0.4366,4,165,42,23,0,0,0
0.1088,2101,5062,30,6,2,0,0
0.3837,100,4334,9,32,2,1,0
0.5449,2946,1293,15,3,1,0,0
0.5874,473,19,64,8,1,1,0
0.1565,3296,5,216,47,0,2,1
0.0115,1148,76,12,3,1,0,0
1.2144,26542,381,139,48,0,2,1
0.8427,1153,227,180,30,0,1,1
0.1086,86,125,149,67,1,0,1
0.8655,238,15,216,44,1,1,1
0.1699,173333,113,77,45,1,2,1
1.1521,118,364,14,15,0,2,0
0.1424,6581,1446,77,24,1,1,1
0.7717,882,23,26,23,0,0,0
0.0007,292,83,64,31,0,1,0
1.0456,6169,1092,51,7,0,2,0
0.3189,2317,35,102,17,0,0,1
2.9855,59,1302,34,3,0,3,0
1.4052,370,943,4,7,0,3,0
0.2928,104,113,232,53,0,0,1
0.8973,1338,113,29,15,0,0,0
1.4942,127,43,28,7,0,0,0
0.2566,1126,4635,18,30,1,1,0
0.1099,9565,303,35,7,2,0,0
0.3431,2969,41,247,51,1,0,1
0.5638,3,23521,30,5,0,0,0
0.4676,2605,16,30,28,0,0,0
0.0448,950,69,225,24,0,0,1
0.2202,87654,258,8,27,0,3,0
0.0967,14,198,56,5,0,2,0
0.4619,3169,62,27,31,0,0,0
0.2398,32,22,218,44,0,2,1
0.0592,74,796,5,13,0,1,0
0.7053,37477,4584,59,34,1,3,1
1.3533,1089,1132,13,18,2,0,0
0.0315,991,1784,134,34,0,3,1
0.1468,4,115,145,56,1,1,1
0.1991,15,35,56,20,0,0,0
0.5878,8240,291,113,39,0,3,1
0.1444,272,749,60,25,0,0,0
0.1154,388,670,51,34,0,2,1
0.0165,641,705,7,29,2,0,0
0.2921,1414,5479,10,24,0,0,0
0.1905,156,851,166,19,0,1,1
0.1974,32,26,44,21,0,0,1
0.8657,4731,917,10,4,0,1,0
0.8737,120,6,22,8,0,0,0
0.1007,523,36,140,54,2,1,1
0.0164,78,712,20,3,2,0,1
0.1003,274,18,55,45,1,2,1
0.3323,15,996,48,17,0,1,0
0.1331,8458,510,26,22,0,0,0
0.5074,157,17,69,52,1,3,1
0.338,243,390,17,21,0,0,0
0.3021,303,5,294,35,0,0,1
0.004,1782,3,62,41,0,3,1
0.9445,136476,59,90,30,0,0,1
0.7512,337,85,12,21,0,0,0
0.2282,180,73,53,21,0,0,0
0.486,11644,11,224,8,0,1,1
0.2874,297,1415,55,17,0,2,0
0.1003,426,124,42,33,1,0,1
0.2182,51,238,23,6,0,0,1
0.5277,696,24,29,34,0,0,0
0.789,136,156,42,16,1,0,0
1.0398,24807,393,4,33,0,0,0
0.0079,13,299,30,7,0,0,0
0.1835,54,346,22,2,0,2,0
0.2759,171,0,29,2,0,1,0
0.7305,80,68,46,7,1,0,0
0.2085,2322,514,32,17,1,0,0
0.6035,116,237,64,10,0,0,0
0.0437,167,559,229,19,2,2,1
0.2739,306,1650,24,1,0,0,0
0.8392,3858,11,15,25,1,1,0
0.0278,1620,3857,54,33,0,0,1
0.3341,66,729,15,15,2,0,0
0.0781,97,1642,10,10,0,1,0
0.0393,185,21793,77,16,0,1,0
0.0232,0,24,42,11,2,0,0
0.8512,45728,374,72,30,2,1,0
1.0613,384,42,43,20,0,0,0
0.1665,538,76,87,42,0,0,1
1.7069,225,12,35,28,0,0,0
1.005,7488,12693,74,24,1,1,0
0.38,63,1170,17,2,0,2,0
1.2202,2440,2850,32,17,1,0,0
0.4852,53,3785,61,11,0,1,0
0.2209,670,1044,4,9,2,0,0
0.2654,1712,205,126,53,0,3,1
0.5234,231,8,58,31,1,0,1
0.1635,990,15,34,8,0,0,0
0.4238,10913,803,32,21,0,2,0
0.1189,525,34,67,8,1,0,0
0.399,576,15498,68,23,1,0,0
0.0238,319,33,174,14,1,1,1
0.5693,111,1,79,10,0,0,0
0.523,394,2364,18,16,0,0,0
0.4709,3041,3069,21,29,0,0,0
0.1452,643,2998,40,27,2,0,0
0.2316,4338,23,237,17,2,2,1
0.0755,1151,496,251,10,0,0,1
0.1004,41,36,72,24,1,2,0
0.166,15,654,72,5,0,2,0
0.3786,2481,3828,160,6,0,1,1
0.2114,193,3813,35,21,1,3,0
0.0622,1913,104,58,30,0,2,1
0.0259,1787,5,173,24,0,1,1
0.0985,1829,8,179,34,0,0,1
0.6516,659,2927,13,9,1,0,0
0.5448,2115,4803,45,4,1,1,0
0.2342,112,50,108,10,0,1,1
0.0612,27214,150,57,1,0,0,0
0.1712,1764,460,59,28,0,2,0
0.9371,1045,596,94,48,0,1,1
0.5765,31196,99,15,11,0,1,0
0.0518,1078,1497,62,25,1,1,1
0.2202,227,133,124,55,0,1,1
0.4837,178,247,47,16,0,3,0
0.46,433,7,94,66,1,0,1
0.1328,587,1126,87,49,0,2,1
0.0502,13848,98,91,62,0,0,1
0.1022,317,65,3,10,1,1,0
0.1831,402,108,71,22,2,2,0
0.0769,266,226,79,23,0,0,0
0.2195,21730,336,72,21,0,3,0
0.4877,5818,892,75,13,1,0,0
0.3205,881,231,37,22,1,1,0
0.2846,480,358,36,22,0,3,0
1.2425,27281,107,295,40,0,0,1
0.0829,5337,145,170,25,0,1,1
0.4754,31,12,68,26,0,0,0
0.1338,34,276,59,6,0,0,0
0.5129,4395,46,2,33,0,2,0
0.2933,25822,308,79,12,0,0,0
0.6618,12,3539,77,4,2,1,0
0.0633,1225,10,89,32,1,1,1
1.7,1021,5993,19,30,0,0,0
0.0444,34090,136,228,58,0,2,1
0.1296,824,347,60,14,1,0,1
0.0062,197,673,32,30,0,0,1
0.0525,40,468,73,13,0,0,0
0.1502,249,2,189,69,1,0,1
0.7131,259,338,44,7,1,0,0
0.1165,1371,2264,20,7,0,0,0
0.2267,172,18,14,28,1,3,0
0.0346,7345,7237,65,34,1,1,0
0.8861,1136,823,58,18,0,0,0
1.3868,14,1227,37,30,1,0,0
0.1956,660,4517,67,22,1,0,0
0.862,56,333307,10,27,2,0,0
0.8698,82,105,4,3,0,2,0
0.5099,32,238,128,41,0,2,1
0.1933,16,67975,67,32,0,0,0
1.1987,479,1994,22,24,0,0,0
0.1967,1539,1148,22,8,0,0,0
0.0182,188,63,189,8,1,2,1
0.1148,6633,87,110,47,2,2,1
0.3312,196,800,63,9,0,1,1
0.6828,10710,21,41,34,0,3,0
0.3186,517,43,81,49,1,2,1
0.4473,1735,53,30,19,1,0,1
0.011,5653,1149,115,55,0,1,1
0.5209,16,52412,20,26,1,0,0
0.3427,27,631,46,11,0,0,0
0.0811,472,75,190,52,0,0,1
0.0566,348,1112,66,11,0,0,0
0.2209,1,66,276,47,1,1,1
0.0446,1512,11,38,22,2,3,0
0.6385,20,1072,198,37,0,1,1
0.3192,2699,3,40,63,0,0,1
0.6428,3724,314,161,26,1,1,1
0.219,20,710,66,34,0,0,0
0.289,9,33,50,18,1,0,0
0.3433,47,603,54,5,0,0,0
0.0368,2009266,13,191,48,1,1,1
1.7465,0,891,60,33,0,0,0
0.6097,5166,28,31,27,0,0,0
0.1301,1665,1,281,37,1,2,1
0.373,5316,243,29,5,1,2,0
0.6107,1327,7350,33,21,2,0,0
0.014,16,369,49,13,0,0,0
0.405,24,19748,15,20,0,0,0
0.5863,174,3071,57,22,0,0,0
0.0797,4050,82,181,26,0,2,1
0.1691,190,674,76,21,1,0,0
0.5287,1096,192,60,26,0,2,0
1.322,222,2896,19,13,2,1,0
0.0573,221,479,133,24,1,1,1
0.6107,5603,195,45,21,0,0,0
0.8124,316,9791,1,29,2,3,0
0.0703,81,3270,8,25,0,0,0
0.7681,1343,26929,79,34,0,0,0
0.6879,827,50,18,13,1,2,0
0.7596,33,13902,1,21,0,1,0
0.0884,605,171,3,33,0,0,0
0.309,232670,64,177,38,1,2,1
0.529,21,881,71,2,0,2,0
0.1748,34,972,73,32,0,0,0
0.1182,211,1660,41,11,0,2,0
0.1626,113,1037,44,30,0,3,0
0.1693,209,18,143,30,1,1,1
0.1175,480,2331,51,10,0,0,0
0.1379,3035,0,293,34,0,1,1
0.1734,1594,51,94,18,1,2,1
0.226,68,738,154,46,2,1,1
0.912,1029,802,38,25,0,2,0
0.6157,25272,2845,57,45,1,1,1
0.0544,1621,479,23,21,1,0,0
0.63,7227,52382,9,27,0,0,0
0.1872,1585,521,22,14,1,0,0
0.3645,9,6687,26,15,0,0,0
0.4304,2187,8,53,5,0,0,0
0.4489,109,98,115,27,0,1,1
1.0362,185,536,43,5,2,2,0
0.2305,838,25,276,46,0,2,1
0.5344,89,281,16,18,0,0,0
0.2599,6161,3854,35,27,2,0,0
0.1128,62,757,31,26,0,0,0
0.3279,541,994,69,3,0,0,0
0.1276,246,1967,149,64,1,0,1
0.8415,18345,826,70,30,0,3,0
0.8965,3,1747,45,22,1,0,0
0.1332,68,2069,62,19,0,0,0
1.2951,214,521,185,53,0,2,1
0.0336,4488,2658,71,23,0,2,0
0.3147,2858,500,63,4,0,1,1
0.0953,18,681,30,17,0,1,0
0.2246,2406,1,78,14,2,0,0
1.597,255,52,26,13,0,2,0
0.8371,9959,75,275,53,1,1,1
0.1794,32736,1049,32,33,2,0,0
0.433,84008,269,44,6,0,2,0
0.1456,1812,3,149,37,1,0,1
2.73,3,223,46,24,0,0,0
0.0,766,42,62,18,1,2,0
0.8229,5,132735,27,3,1,2,0
0.4413,2395,38,17,1,0,1,0
