air_temp,process_temp,rotational_speed,torque,tool_wear,failure
301.22,312.53,1679.7,49.35,181.2,0
302.85,313.59,1329.4,35.88,132.7,0
303.91,315.42,1261.3,21.9,168.6,0
301.05,310.18,1583.7,45.42,159.4,0
300.75,310.75,1501.8,29.63,37.8,0
302.94,314.53,1647.1,40.26,86.8,0
298.37,308.15,1342.8,25.56,203.2,0
302.7,312.64,1675.5,36.26,122.2,0
298.48,309.42,1392.2,50.47,193.1,0
300.76,308.53,1459.4,49.16,73.2,0
298.66,309.23,1494.9,35.82,2.8,0
301.77,311.28,1580.7,39.92,47.7,0
303.17,313.15,1804.6,48.35,102.5,0
298.99,308.84,1502.9,40.11,141.4,0
297.3,307.43,1477.4,45.6,144.5,0
301.57,310.8,1202.5,30.49,204.8,0
300.84,311.39,1729.5,33.31,16.0,0
301.43,311.97,1361.9,52.55,80.8,0
303.03,313.06,1605.4,49.99,12.1,0
298.77,309.85,1635.8,50.81,87.4,0
299.33,309.82,1482.2,56.64,163.2,0
300.01,311.02,1594.6,37.4,99.0,0
300.4,311.25,1472.9,42.31,29.7,0
299.27,307.21,1474.3,22.05,101.5,0
300.9,309.44,1308.3,47.7,149.8,0
298.51,309.07,1556.9,34.85,3.8,0
299.82,309.29,1349.9,19.51,173.2,0
302.04,312.36,1530.7,56.42,154.5,0
298.12,307.48,1604.5,36.33,197.7,1
298.67,308.88,1473.9,38.49,171.0,0
300.71,311.0,1328.7,45.54,74.2,0
301.2,312.9,1638.9,20.82,214.6,0
300.4,310.54,1491.1,54.44,163.6,0
302.6,312.56,1691.0,67.18,105.1,0
297.47,309.31,1603.3,40.43,25.5,0
302.48,313.02,1579.7,38.61,201.7,0
302.86,312.63,1547.8,46.72,141.1,0
301.64,311.11,1510.3,29.49,8.9,0
299.62,309.05,1431.0,62.26,196.3,0
301.44,311.39,1544.8,22.49,0.9,0
298.36,310.72,1496.4,47.5,32.4,0
298.48,307.18,1499.3,9.41,69.2,0
304.06,313.95,1337.2,59.97,61.7,1
298.83,308.26,1463.6,25.34,64.4,0
302.86,312.39,1618.6,45.71,205.1,0
300.26,309.73,1513.1,54.23,27.8,0
301.95,311.85,1549.0,69.89,19.1,0
300.97,310.42,1118.4,71.84,245.3,1
299.39,309.52,1471.0,34.69,178.0,0
304.37,313.07,1534.3,44.25,104.2,0
300.19,308.64,1631.4,32.13,59.4,0
298.29,307.94,1570.7,42.79,132.5,0
300.76,310.26,1674.2,47.41,37.4,0
300.85,311.53,1508.4,17.14,128.9,0
296.91,307.65,1492.6,57.66,103.9,0
301.23,311.83,1511.0,31.4,177.7,0
302.16,313.29,1566.1,52.09,206.2,0
297.81,306.91,1611.1,37.16,91.4,0
301.3,311.63,1503.3,21.92,120.6,0
298.61,309.74,1646.8,41.67,161.6,0
304.12,314.09,1689.0,28.11,114.3,0
304.01,314.78,1530.2,29.96,14.2,0
300.16,309.98,1652.6,41.74,14.0,0
299.41,308.85,1341.7,24.1,71.0,0
301.09,311.79,1418.7,25.99,16.7,0
300.46,309.14,1352.4,32.81,165.2,0
300.52,314.1,1497.2,71.39,229.1,1
299.19,309.65,1496.9,77.3,36.9,0
303.37,313.51,1360.8,73.8,163.7,1
297.46,307.59,1448.9,34.46,193.6,0
298.55,308.09,1647.8,37.87,26.0,0
304.68,313.15,1534.8,38.02,119.6,0
301.34,311.9,1307.1,41.76,208.7,0
302.4,314.04,1293.3,62.09,225.2,1
298.2,308.72,1397.1,61.14,92.7,0
298.71,309.24,1435.7,38.71,201.0,0
297.77,309.49,1358.8,49.82,83.0,0
299.3,308.26,1478.6,53.37,28.7,0
301.69,310.65,1481.4,32.76,0.1,1
298.72,308.59,1515.0,24.33,98.0,0
301.57,311.4,1489.7,42.89,140.7,0
297.89,306.37,1480.5,43.81,197.5,0
301.56,311.37,1199.6,26.67,142.0,0
298.01,306.55,1303.5,41.79,175.9,0
301.69,311.77,1677.5,37.41,200.1,0
299.99,310.01,1375.0,41.98,235.3,1
298.28,308.13,1604.8,35.85,185.8,0
303.48,312.24,1507.3,31.95,114.9,0
303.15,314.07,1347.9,40.56,147.6,0
297.11,306.72,1699.8,25.48,60.6,0
303.0,312.13,1505.4,44.68,178.7,0
301.92,313.13,1484.8,20.52,25.1,0
303.51,313.25,1638.2,35.73,47.8,0
298.55,308.14,1680.7,49.25,33.8,0
299.65,309.23,1445.6,46.86,47.4,0
298.76,308.26,1607.8,10.79,101.1,1
298.46,308.91,1481.8,40.5,199.8,0
300.27,311.62,1336.0,47.84,130.7,0
296.87,307.89,1407.1,35.01,42.6,0
299.83,309.36,1508.8,41.66,178.3,0
302.34,312.33,1370.7,34.33,109.2,0
298.5,306.71,1435.2,26.54,38.9,0
299.24,309.22,1408.4,61.4,46.4,0
301.26,311.11,1436.2,26.4,114.5,0
300.07,309.22,1456.8,48.37,89.9,1
302.89,315.08,1478.5,55.4,6.9,0
298.6,309.25,1342.3,27.49,149.9,0
299.24,308.66,1742.1,43.96,79.1,0
299.65,309.33,1444.0,33.52,44.4,0
296.58,307.08,1740.7,33.11,62.8,0
299.83,309.29,1351.9,43.26,155.0,0
297.87,305.98,1220.2,25.3,92.3,0
305.63,315.87,1649.9,30.72,134.6,0
300.12,310.83,1626.6,29.86,159.1,0
300.82,309.34,1312.6,62.16,198.0,0
300.31,310.77,1307.2,59.02,176.5,0
300.86,309.86,1760.1,24.53,215.4,0
299.36,309.39,1481.7,30.71,112.4,0
303.21,312.8,1685.0,60.76,23.2,0
299.88,309.85,1675.3,38.91,194.4,0
300.9,312.89,1806.5,38.69,26.8,0
299.78,307.4,1425.9,22.39,86.4,0
300.14,309.84,1033.5,40.35,138.5,0
298.73,309.44,1393.4,39.17,168.1,0
298.16,307.79,1471.1,50.47,171.4,1
300.35,310.39,1499.6,43.67,209.1,0
298.74,309.83,1294.0,28.42,16.7,0
296.53,306.93,1467.8,8.58,188.7,0
303.45,312.93,1730.0,12.24,106.5,0
298.24,309.47,1655.9,54.88,43.1,0
298.53,309.93,1649.4,39.32,184.2,0
300.96,312.85,1523.6,35.61,193.6,0
297.24,308.28,1368.1,20.23,48.8,0
302.59,311.93,1633.3,13.11,100.4,0
300.46,310.76,1578.4,59.51,26.2,0
297.19,306.67,1400.6,27.16,133.4,0
299.12,308.78,1385.4,44.09,69.9,0
304.57,314.65,1601.0,46.22,191.6,0
300.82,310.04,1502.9,23.94,120.1,0
300.28,308.62,1425.1,48.8,175.9,0
301.67,311.68,1627.7,59.43,23.2,0
299.39,311.15,1507.7,31.38,68.2,0
296.52,306.62,1344.8,25.37,34.3,0
302.09,314.08,1208.9,42.07,181.0,1
298.23,309.25,1683.2,33.94,111.1,0
298.76,308.23,1086.6,57.02,216.5,1
300.3,308.65,1453.1,30.59,64.9,0
299.95,310.95,1330.4,21.75,105.8,0
297.2,306.26,1412.1,29.75,41.8,0
298.27,307.92,1769.1,34.82,155.0,0
300.97,310.48,1423.0,21.6,109.2,0
299.48,309.97,1364.0,42.06,96.6,0
303.13,313.3,1550.3,13.65,5.9,0
304.13,313.8,1471.8,50.34,2.9,0
298.84,308.38,1479.1,54.8,153.5,0
300.56,311.86,1406.7,25.82,176.8,0
300.08,310.61,1487.0,29.98,217.7,0
299.16,307.76,1395.3,53.32,112.1,0
299.84,309.92,1540.5,40.44,76.0,0
300.55,311.01,1311.2,38.71,97.2,0
298.79,310.74,1371.0,37.57,170.0,1
301.21,310.46,1484.5,37.22,39.4,0
300.11,310.01,1727.1,54.42,117.4,1
303.54,312.76,1501.1,51.14,14.7,0
298.82,309.1,1596.0,35.72,91.0,1
301.66,312.58,1138.3,49.73,211.9,1
305.09,321.65,1222.7,32.95,227.9,1
300.75,310.64,1321.3,41.16,206.6,0
299.88,307.99,1544.5,48.87,199.3,0
300.91,310.15,1571.0,21.27,105.9,0
299.21,309.26,1522.4,39.65,203.5,0
297.45,307.51,1605.6,43.13,106.0,0
302.84,312.29,1229.3,39.29,53.2,0
295.04,306.21,1609.0,48.77,96.4,1
303.01,314.12,1661.2,28.77,29.6,0
302.85,313.54,1588.5,22.55,119.2,0
298.62,306.74,1557.5,47.8,80.5,0
298.61,309.21,1694.9,49.84,151.5,0
298.4,308.39,1475.4,32.58,85.9,0
303.12,312.31,1454.8,24.39,60.0,0
301.28,315.31,1204.8,36.89,64.6,0
304.6,315.16,1446.3,41.84,1.4,1
300.64,309.98,1551.3,48.05,123.2,0
298.31,308.75,1745.9,48.88,61.9,0
297.88,308.2,1539.7,29.43,77.2,0
299.15,308.47,1449.8,60.75,163.0,0
300.92,312.0,1179.7,48.0,152.7,1
299.74,310.45,1784.1,30.45,160.1,0
296.58,308.22,1471.6,27.9,204.8,0
301.15,312.72,1465.3,53.77,17.8,0
300.41,309.61,1441.3,50.35,2.8,0
300.27,311.33,1333.3,28.09,130.3,0
303.85,312.56,1636.5,54.1,97.6,1
298.54,309.29,1568.7,48.47,186.1,0
303.83,313.03,1530.8,40.16,188.0,1
296.52,307.27,1491.2,43.06,219.1,0
303.75,313.34,1520.6,49.76,36.2,0
298.64,309.29,1497.3,39.96,153.6,0
299.58,309.62,1701.4,44.81,19.7,0
304.49,312.38,1600.5,45.43,39.0,0
298.5,306.63,1502.5,21.06,206.1,0
300.98,310.06,1634.0,34.7,109.6,0
305.71,314.85,1277.2,58.51,170.9,0
301.96,312.49,1530.8,48.38,90.0,0
294.47,304.63,1545.9,39.87,69.0,0
295.33,304.64,1396.4,46.17,140.8,0
301.39,310.41,1346.2,44.36,50.5,0
300.36,311.25,1398.8,43.8,23.1,0
304.16,314.94,1220.9,42.94,226.6,1
300.6,309.87,1697.5,43.56,214.0,0
301.79,312.95,1666.2,33.35,60.6,0
301.99,310.93,1674.0,40.9,145.5,0
299.06,307.9,1456.2,45.76,159.5,0
298.94,308.29,1594.1,37.6,55.9,0
301.06,309.43,1463.4,45.96,144.0,0
297.68,309.53,1193.6,35.07,225.6,1
301.85,311.63,1497.6,33.37,196.0,0
300.9,311.21,1540.4,27.54,176.3,0
299.04,310.8,1403.2,45.74,122.0,0
298.65,309.04,1492.1,57.86,138.8,0
296.13,305.92,1668.9,53.24,202.5,0
302.95,314.14,1509.0,38.71,123.2,0
296.02,307.08,1400.4,30.52,73.4,0
299.82,310.09,1590.5,39.41,73.4,1
300.4,309.23,1470.9,30.42,164.1,0
300.34,308.84,1666.1,45.93,183.2,0
299.2,308.85,1822.6,47.22,67.8,0
297.95,308.47,1426.9,34.11,180.9,0
299.64,311.08,1523.3,40.21,136.1,0
300.71,311.73,1453.9,56.86,215.9,0
301.71,313.36,1496.7,31.24,9.5,0
305.83,315.06,1581.2,48.05,19.2,0
301.95,310.21,1421.0,48.17,136.8,0
302.38,312.2,1381.1,52.28,150.2,0
299.1,308.33,1739.0,31.25,88.6,0
301.97,312.93,1604.5,39.79,213.0,0
299.69,309.7,1524.6,36.91,75.1,0
298.96,307.65,1484.8,8.97,208.4,0
297.11,307.12,1433.1,36.85,116.7,0
301.78,311.6,1490.9,47.0,106.8,0
302.89,312.24,1665.8,49.65,205.2,0
296.29,305.13,1405.1,22.23,46.4,0
299.86,309.36,1308.3,46.45,175.2,0
302.31,312.04,1488.1,65.11,170.2,1
299.87,310.24,1325.0,39.93,77.0,0
303.34,313.02,1635.0,37.6,46.3,0
303.68,313.79,1532.7,39.55,103.3,0
300.8,313.2,1594.0,30.44,51.1,0
297.8,307.34,1254.3,33.69,186.3,0
300.23,309.8,1552.8,46.0,30.0,0
296.48,305.87,1736.6,37.15,111.7,0
296.87,307.42,1180.7,54.44,186.7,1
298.28,308.8,1708.8,45.32,141.8,0
300.04,310.73,1431.6,42.87,38.2,0
301.38,311.7,1530.8,34.07,206.4,0
300.02,310.59,1582.0,20.07,166.5,0
300.78,312.44,1017.0,57.93,186.3,1
299.38,311.39,1192.7,43.77,174.1,0
301.03,310.47,1355.7,54.73,237.5,1
297.73,311.01,1440.8,62.72,248.2,1
300.6,310.09,1775.2,46.33,200.9,0
294.75,303.75,1509.5,33.63,24.9,0
298.01,307.49,1513.2,28.2,139.9,0
299.8,309.99,1445.3,28.17,135.5,0
293.78,303.12,1526.1,60.14,156.3,0
297.53,307.24,1346.9,54.92,60.9,0
302.09,311.13,1757.3,49.54,215.5,0
301.16,312.03,1463.7,38.88,1.6,0
302.43,313.07,1529.7,28.6,72.6,0
300.8,311.38,1648.9,39.74,206.0,0
301.46,312.03,1453.7,36.52,212.9,0
297.35,307.25,1334.6,39.57,15.6,0
298.07,307.96,1470.8,70.23,168.5,0
300.66,310.17,1444.6,51.19,100.1,0
301.74,311.02,1299.8,14.77,90.4,0
297.99,307.19,1524.4,27.29,38.0,0
297.35,308.87,1428.4,47.87,3.1,0
300.06,310.42,1412.4,36.19,85.6,0
297.94,309.44,1305.9,35.43,193.6,0
296.86,306.98,1478.3,53.93,79.5,0
299.68,310.46,1439.5,38.13,203.9,0
299.64,310.14,1710.3,34.89,189.5,0
300.82,310.4,1388.6,44.65,45.2,0
299.62,308.55,1369.8,45.83,215.2,0
301.26,310.92,1455.2,11.71,95.7,0
301.81,311.64,1581.9,27.76,188.1,0
299.94,308.96,1390.9,55.02,206.4,0
299.02,307.48,1615.8,44.07,54.1,0
301.62,310.71,1473.9,50.25,86.1,0
301.86,310.71,1539.3,45.94,128.1,0
297.63,305.99,1508.7,55.98,32.8,0
299.11,311.8,1647.9,39.69,43.3,0
297.28,308.02,1323.5,30.05,114.4,0
302.17,311.2,1551.3,32.31,200.6,0
298.21,307.97,1463.7,26.87,194.6,0
300.8,311.36,1392.0,43.29,184.6,0
300.69,310.88,1359.5,30.64,3.6,0
296.23,306.8,1432.3,33.95,185.5,0
300.69,310.79,1401.6,37.35,170.7,0
300.65,313.94,1386.1,43.75,5.4,0
301.23,309.1,1508.0,44.12,129.4,0
301.64,314.1,1509.0,30.07,69.6,0
299.12,310.79,1376.0,28.63,209.5,0
302.26,312.61,1661.5,24.57,70.4,0
299.77,310.42,1663.5,16.04,139.8,1
300.09,309.68,1291.5,34.7,71.0,0
298.71,308.88,1573.9,27.72,82.3,0
301.42,311.42,1400.2,44.06,103.3,0
299.85,311.48,1418.3,41.44,152.5,0
299.33,310.94,1272.8,44.82,80.0,0
299.1,309.11,1491.8,51.22,198.4,0
298.82,308.87,1628.3,27.16,82.5,0
302.03,311.75,1566.2,44.57,4.6,0
302.91,312.46,1495.4,28.08,213.6,0
302.68,313.4,1548.0,33.36,198.1,1
303.78,314.2,1502.0,48.5,92.5,0
297.95,307.54,1484.6,44.01,39.7,0
303.15,313.9,1471.2,35.12,48.2,0
299.02,308.18,1704.0,54.88,42.6,0
298.05,308.59,1737.7,19.92,178.9,0
297.24,305.87,1575.8,35.16,127.0,0
299.77,309.03,1401.7,66.84,186.4,0
298.9,309.6,1472.6,44.24,113.7,0
298.61,309.01,1236.3,21.0,25.6,0
302.25,312.93,1256.3,37.07,162.3,1
302.7,312.41,1515.5,43.46,205.2,1
301.02,312.22,1458.0,35.67,236.7,1
300.97,311.17,1367.0,63.99,192.2,0
297.06,306.51,1322.0,24.61,98.3,0
302.62,311.47,1510.6,49.84,131.9,0
302.74,314.52,1644.6,61.66,4.9,1
299.66,308.84,1668.0,35.78,99.5,0
299.25,308.23,1797.5,39.3,187.7,0
301.24,313.27,1186.9,66.53,200.9,1
298.7,308.68,1656.5,46.19,67.3,0
299.41,311.02,1475.2,43.69,159.9,0
301.84,313.67,1303.5,67.02,165.0,1
300.33,311.83,1425.2,58.78,61.7,0
299.27,309.32,1369.5,48.8,34.3,0
299.12,308.43,1560.2,66.1,79.7,0
298.43,308.58,1682.5,32.73,15.6,0
305.41,318.75,1212.3,48.14,196.6,1
301.21,313.05,1586.5,39.65,17.7,0
297.06,305.1,1657.2,46.93,34.3,0
296.89,306.9,1520.6,39.1,34.7,0
301.57,310.89,1455.0,35.62,98.7,0
299.67,309.8,1533.4,52.9,148.5,0
297.57,306.63,1550.5,61.41,52.9,0
299.02,308.92,1395.1,27.95,9.9,0
300.44,311.13,1390.2,50.46,212.4,0
299.82,311.41,1588.8,32.36,96.5,0
301.48,310.38,1456.2,55.4,161.5,0
299.04,308.6,1619.9,32.39,155.3,0
299.9,309.27,1534.6,40.67,210.7,0
301.73,312.89,1460.9,31.18,166.6,0
301.77,312.69,1579.2,61.23,73.9,0
298.69,309.41,1370.2,47.26,184.2,0
301.59,312.74,1733.5,49.54,59.4,0
301.41,310.26,1666.7,58.49,59.4,0
298.61,309.12,1488.4,61.78,23.5,0
301.38,311.77,1591.9,20.91,176.7,0
298.91,309.6,1602.6,63.8,66.3,0
302.15,311.86,1077.8,57.13,246.2,1
300.56,309.73,1502.7,55.68,16.2,0
298.39,308.38,1578.9,41.2,148.0,0
296.38,306.36,1362.6,57.02,30.6,0
300.4,310.96,1462.0,17.34,146.1,0
299.81,310.94,1616.4,67.47,147.8,0
299.72,308.48,1441.8,39.9,189.7,0
301.5,311.11,1543.4,44.5,0.0,0
300.63,310.0,1428.7,35.6,55.7,0
302.55,313.49,1401.0,49.62,95.8,0
300.03,309.05,1374.0,66.37,60.0,0
297.78,308.91,1449.6,46.92,160.2,0
301.79,312.89,1583.9,47.56,153.8,0
299.16,310.59,1532.8,31.72,175.7,0
300.26,309.03,1348.4,58.02,153.4,1
296.99,307.61,1646.0,11.72,208.3,0
297.38,307.38,1602.8,52.95,163.0,0
301.98,311.94,1353.9,52.66,11.4,0
307.85,322.54,1524.4,48.35,198.5,1
298.76,311.38,1722.9,30.64,179.8,0
303.15,312.15,1339.5,36.14,43.9,0
298.25,306.28,1548.6,29.0,128.8,0
300.66,311.18,1553.9,39.2,120.6,0
301.83,311.6,1581.2,50.82,123.4,0
298.31,309.15,1537.5,66.91,93.3,0
302.4,312.97,1327.0,58.17,56.4,0
302.24,311.62,1421.3,41.03,137.7,0
298.78,310.05,1635.3,32.43,199.7,0
297.34,307.17,1373.1,45.1,56.1,0
302.28,311.35,1627.8,39.07,179.2,0
299.19,309.54,1505.4,39.89,121.4,0
300.8,310.93,1426.5,34.31,151.3,0
301.16,310.67,1546.1,22.46,79.3,0
300.99,311.43,1224.0,41.37,44.5,0
299.29,308.05,1468.7,40.37,67.1,0
301.74,311.93,1394.4,27.23,141.6,0
297.28,306.0,1436.8,63.99,177.5,1
300.35,309.94,1302.8,45.58,87.2,0
298.25,306.94,1541.6,37.4,191.9,0
296.28,303.85,1589.4,39.41,213.1,0
296.49,306.93,1475.0,56.7,117.7,0
301.72,311.53,1594.4,27.4,148.7,0
297.85,308.1,1690.9,31.6,35.9,0
301.56,310.4,1563.5,43.34,15.6,0
301.22,312.12,1625.3,39.19,43.9,0
298.4,308.63,1384.6,38.95,77.2,0
300.44,310.41,1364.7,26.85,185.8,0
302.85,311.97,1443.8,44.55,219.3,0
300.66,311.43,1146.7,36.88,173.1,0
296.04,306.16,1667.7,46.41,97.6,0
299.68,309.13,1136.9,43.2,179.8,0
298.16,308.9,1653.2,40.32,199.5,0
302.52,313.4,1390.4,73.71,171.9,1
302.64,312.83,1418.3,27.28,166.1,0
295.35,305.17,1391.3,50.56,202.5,0
301.61,313.49,1383.4,18.01,183.7,0
299.44,308.61,1387.7,40.85,180.2,0
299.92,309.02,1617.0,53.91,1.3,0
300.45,310.48,1416.8,40.69,83.0,0
299.59,310.17,1264.1,41.14,87.1,0
297.06,308.65,1471.0,46.45,98.2,0
301.33,311.28,1403.5,41.17,57.2,0
299.52,309.6,1518.5,34.18,108.9,0
297.06,306.13,1503.8,32.99,114.0,1
301.01,311.68,1217.7,27.86,49.8,0
303.21,313.64,1514.4,45.07,115.6,0
300.63,310.03,1652.3,57.1,17.7,0
296.29,307.49,1520.4,48.01,139.2,1
300.52,310.76,1591.6,40.1,166.9,0
297.17,307.22,1448.7,36.96,29.3,0
298.26,309.21,1502.5,49.04,215.3,0
303.26,312.13,1497.1,20.33,94.9,0
296.62,303.88,1028.9,56.41,173.9,1
300.05,308.71,1531.0,49.37,83.0,0
302.92,313.0,1364.0,45.32,23.4,0
296.9,306.4,1392.8,39.49,53.2,0
303.23,313.24,1381.7,61.71,76.0,0
299.35,310.75,1542.6,38.45,55.5,0
300.81,311.86,1620.5,31.0,125.5,0
300.07,311.92,1302.9,53.36,174.0,0
302.95,313.64,1306.6,24.73,184.0,0
299.72,311.22,1409.7,34.55,5.1,0
300.35,312.55,1315.9,47.47,83.9,0
301.43,312.01,1392.5,45.18,99.9,0
300.83,310.82,1576.1,31.84,160.4,0
298.25,308.55,1483.9,63.16,210.0,0
300.44,310.95,1671.8,37.0,74.5,0
302.0,313.15,1516.0,34.74,218.6,0
303.16,313.24,1513.0,40.81,186.8,0
302.88,313.33,1537.6,33.45,53.4,0
297.91,306.22,1771.4,44.75,60.4,0
300.86,309.79,1587.7,73.04,20.9,0
300.73,310.39,1452.0,36.56,64.8,0
300.0,309.68,1325.5,43.33,114.4,1
300.09,309.93,1436.2,50.23,94.3,0
302.38,312.38,1417.8,39.94,212.1,0
299.71,310.12,1485.1,44.67,155.6,0
303.45,313.07,1394.5,32.8,30.1,0
296.4,304.33,1490.7,58.63,115.2,0
299.97,309.7,1396.2,27.0,75.9,0
300.91,312.03,1712.3,64.52,74.2,0
300.95,312.03,1411.3,19.44,41.7,0
303.63,313.97,1480.3,72.28,97.3,0
298.78,310.15,1623.9,49.46,191.7,0
300.51,311.91,1637.7,45.12,12.1,0
299.99,311.96,1560.9,39.86,142.9,0
299.17,307.6,1462.1,34.46,124.8,0
300.49,310.3,1433.6,45.99,128.1,0
306.91,317.04,1643.0,35.15,91.6,0
301.6,312.38,1627.5,45.26,156.0,0
299.51,309.02,1648.9,61.34,23.0,0
302.36,311.33,1544.2,45.29,16.0,0
301.55,311.78,1649.8,46.4,181.5,0
301.3,312.68,1177.3,68.17,160.0,1
300.35,310.49,1593.9,62.02,27.0,0
300.32,310.67,1468.0,51.23,10.1,0
299.7,310.38,1267.7,50.41,219.7,1
298.7,311.36,1146.7,67.05,184.1,1
298.2,308.83,1398.9,38.15,57.1,0
299.04,309.51,1610.3,38.01,195.4,0
298.05,307.05,1687.6,48.24,142.0,0
299.25,309.42,1404.9,51.72,168.8,1
300.87,310.23,1588.3,39.87,37.0,0
297.54,308.59,1685.6,30.82,215.4,0
298.19,308.66,1549.0,59.33,214.3,0
297.96,306.33,1561.0,48.27,65.6,0
300.2,310.25,1444.6,51.85,139.2,0
299.79,308.52,1374.5,58.06,155.6,0
298.4,308.23,1178.2,50.09,236.2,1
300.73,309.88,1293.3,30.7,49.7,0
300.83,311.1,1709.8,28.93,166.7,0
299.4,309.7,1481.0,45.34,202.7,0
300.27,309.96,1603.3,54.21,189.2,0
300.43,311.66,1574.6,16.83,130.9,0
301.51,312.04,1619.4,35.97,44.8,0
302.95,312.55,1448.2,32.98,202.5,0
299.73,308.68,1415.9,17.56,5.7,0
297.44,309.23,1482.0,43.49,111.1,0
302.48,311.46,1499.3,35.62,131.5,0
294.09,304.71,1482.5,41.96,55.2,0
298.51,308.88,1301.0,43.27,21.3,0
299.92,310.76,1522.2,53.52,93.4,1
302.53,312.68,1653.5,31.72,12.3,0
301.64,314.35,1382.1,55.12,35.3,0
299.92,310.74,1405.0,45.84,95.1,0
304.19,315.11,1182.2,57.1,195.4,1
292.7,304.16,1463.8,49.08,180.2,0
298.68,308.08,1731.0,19.9,106.2,0
299.9,308.69,1551.6,60.23,179.1,0
299.43,309.3,1594.3,38.68,193.4,0
299.26,309.06,1531.1,55.47,219.5,0
298.95,310.67,1567.8,59.83,122.0,1
299.69,307.91,1473.0,40.97,173.8,0
300.85,309.41,1398.0,51.51,97.3,1
298.23,307.67,1594.0,38.34,176.0,0
301.57,311.75,1621.9,25.39,54.4,0
301.61,311.81,1383.8,35.94,30.2,0
300.36,309.98,1431.0,44.0,87.8,0
303.99,314.17,1374.7,67.49,48.2,0
301.1,312.55,1407.8,53.56,166.3,0
299.37,309.11,1465.0,46.49,161.5,0
296.69,307.73,1548.1,22.3,102.4,0
295.49,306.77,1665.0,31.54,180.6,0
297.75,307.14,1580.0,52.84,148.8,0
300.04,310.14,1481.1,29.92,188.1,0
295.12,304.77,1417.5,36.24,100.7,1
300.79,310.91,1683.4,48.07,184.4,1
300.99,312.18,1327.3,65.58,1.9,0
299.33,309.09,1444.8,35.15,89.5,0
301.02,310.62,1542.6,26.26,1.1,0
301.84,312.45,1492.3,29.55,127.1,0
296.17,306.41,1464.0,33.93,146.1,0
296.59,306.21,1586.1,45.03,138.0,0
297.95,307.8,1365.3,40.18,29.7,0
299.95,309.35,1539.8,39.6,89.8,1
297.12,307.79,1410.7,41.94,97.2,0
302.11,313.03,1528.0,50.47,39.6,0
295.92,306.07,1480.4,42.87,173.3,0
300.03,308.36,1348.3,49.49,71.5,0
297.9,306.32,1517.7,46.13,74.6,0
298.93,309.42,1687.5,35.13,124.3,0
298.54,308.73,1754.2,28.45,209.8,0
298.62,309.17,1445.9,53.35,63.6,0
299.62,309.34,1563.1,43.5,116.4,0
298.03,309.05,1267.3,34.3,67.0,0
300.92,314.33,1665.8,59.1,207.7,1
299.56,309.87,1381.9,46.5,176.9,1
302.7,312.26,1677.2,34.3,8.7,0
302.67,313.34,1461.9,55.9,6.4,0
298.83,307.59,1294.6,27.04,155.8,0
302.25,311.12,1705.2,45.21,209.9,0
299.69,310.83,1376.4,39.75,142.3,0
295.59,307.56,1564.7,36.24,170.9,0
299.51,308.36,1574.5,51.9,35.4,0
304.72,315.37,1509.5,43.68,48.9,0
304.47,314.74,1522.3,21.26,217.4,0
300.22,311.71,1433.5,51.62,7.6,0
299.64,309.88,1293.0,32.34,24.2,0
300.89,308.73,1552.2,55.45,107.9,0
301.59,310.39,1473.9,23.02,141.2,0
299.06,308.13,1477.3,46.9,87.2,0
299.89,313.47,1046.7,69.14,241.4,1
301.65,313.6,1420.2,22.56,188.2,0
300.49,311.77,1677.6,46.97,146.6,0
299.67,310.96,1490.1,63.94,155.1,0
299.34,309.01,1539.6,34.44,122.1,0
298.64,308.29,1568.7,20.67,67.7,0
302.64,313.17,1554.9,39.27,113.0,0
298.94,308.98,1363.2,28.52,128.9,0
301.3,311.55,1404.7,45.4,76.7,0
305.71,316.17,1543.7,39.51,9.8,0
301.64,311.74,1473.3,21.82,173.7,0
299.5,309.44,1774.6,37.46,147.9,0
300.28,310.86,1668.2,48.12,143.3,0
298.96,310.26,1546.5,42.86,161.5,0
302.18,313.54,1386.3,44.35,145.3,1
298.37,308.68,1566.2,43.59,81.2,0
301.29,311.28,1433.9,47.92,64.5,0
302.92,314.18,1332.1,37.81,12.7,0
300.44,311.44,1494.1,44.56,174.6,0
301.79,311.87,1563.6,49.54,182.4,0
300.42,311.4,1511.2,29.54,172.1,0
297.79,306.98,1698.5,29.98,76.2,0
300.72,310.24,1487.8,35.76,1.3,0
300.3,310.89,1406.4,35.7,133.7,0
298.65,307.83,1742.5,63.11,5.3,0
299.14,308.89,1466.5,52.32,150.7,0
300.79,311.62,1627.5,44.19,207.7,0
301.59,311.53,1525.0,42.32,26.5,0
304.62,313.7,1625.3,27.86,177.6,0
299.82,308.69,1435.6,31.03,179.8,1
301.1,312.91,1569.3,48.62,135.7,0
301.34,311.03,1637.7,62.48,58.9,0
302.45,312.53,1644.7,35.11,105.2,0
296.22,306.36,1631.4,16.0,126.4,0
300.25,312.4,1608.2,32.74,208.5,0
305.83,316.0,1474.1,39.51,149.7,1
303.16,315.54,1523.6,39.6,220.8,1
298.68,310.54,1717.2,22.63,117.6,0
300.92,309.55,1485.9,53.7,5.9,0
301.56,312.68,1468.0,31.22,154.6,0
302.06,311.15,1346.9,33.06,72.4,0
299.65,310.28,1408.3,21.88,91.0,0
298.9,310.46,1449.1,34.54,168.5,0
301.82,311.41,1490.8,42.26,37.7,0
