v1,v2,v3,v4,v5,v6,amount,hour,is_fraud
-2.109502,-0.563501,-0.116585,2.065134,-1.692583,0.335401,27.735007,8,0
-1.451047,-0.605876,-1.441331,0.075202,0.255403,-0.27071,40.965657,10,1
2.17786,0.918721,-0.017572,-0.582047,-0.284603,-1.486325,90.353546,14,0
0.44881,-1.096026,-0.835304,-1.590575,-0.337532,-0.177488,91.211362,8,0
-0.671256,-0.120484,-0.149632,-0.950051,0.809178,0.571547,232.402823,0,0
-1.41107,1.422473,0.118534,0.651266,-1.139124,0.351604,116.82504,13,0
0.129486,0.386621,1.429233,-0.998845,-0.536956,-0.084983,160.591438,12,0
-1.500762,0.064892,0.115473,-0.373254,1.362224,-0.151336,9.023398,0,0
-2.034074,-2.281388,2.66827,0.974088,-0.297138,0.872857,69.971259,14,1
0.160139,0.414012,-0.332824,0.607538,0.67418,-1.13749,50.311794,6,0
-1.974494,-2.977741,3.035704,0.830843,-0.990102,1.202236,405.849352,1,1
-1.020448,2.527871,-0.642625,0.807815,-1.082365,-0.014996,36.930454,11,1
1.911986,0.043813,0.225851,-1.032526,0.379403,-0.269592,185.179335,14,0
3.542264,-0.202867,0.651693,-0.414527,-0.437745,-0.237002,397.208229,10,0
1.877402,-0.91184,0.199428,1.330469,-0.831422,0.230406,23.360145,17,0
2.162577,0.485597,1.109558,-0.757721,-0.742217,0.091046,231.592473,5,0
-0.205592,-1.106992,-0.213169,-0.31039,0.111796,0.418895,697.365811,0,0
0.356262,0.808758,-1.10729,1.585798,0.495701,0.136225,45.546484,5,0
-2.987394,-0.24611,2.596582,0.107382,-0.421599,0.123029,284.691339,6,1
-1.171769,0.121883,-1.143501,0.643557,0.826903,-0.023947,75.706101,19,0
-1.536018,-0.059283,-2.344187,0.59415,0.474301,0.079217,772.072367,1,0
-1.249855,-0.099231,-1.54309,0.54251,-0.101871,0.096554,202.113181,17,0
-1.574015,-0.38642,-1.537536,-1.466378,-0.972661,1.233494,700.596941,21,0
0.013921,0.467909,-1.305524,-1.327918,-1.886008,0.476584,72.846964,15,0
-1.940631,1.071622,-1.625423,1.097314,0.424398,-0.198867,21.07182,15,0
-0.324374,-0.509736,0.815214,-0.443496,-0.405686,1.873383,154.941264,1,0
-0.571267,-1.523845,1.756952,1.057433,-0.047782,0.881931,75.342149,5,1
0.589443,1.939343,0.479664,1.390063,-0.928675,-0.157539,16.673202,19,0
0.572282,0.665,1.20152,0.052934,-2.076296,0.027881,3.642239,4,0
-4.782978,-2.431525,3.289494,0.123946,-0.293478,1.159839,92.918062,0,1
-0.068908,2.121017,-0.51235,1.165089,0.626678,0.40431,144.322769,13,0
-0.433924,1.920269,0.181006,1.496488,-0.748733,1.047851,41.052842,20,0
-0.519753,0.813139,0.92451,-1.219723,-0.293722,-2.536366,461.818136,13,0
-5.975517,-2.347136,0.587604,-2.518303,-0.494813,-1.499598,98.579007,10,1
0.55217,2.701645,0.65634,0.945694,-1.593576,0.386879,144.848766,3,1
2.155393,-0.16994,-0.313248,0.476546,-0.649658,-1.316819,861.443832,8,0
1.798079,0.875124,0.105897,-0.357459,-0.032757,-0.800626,216.841675,10,0
-0.369433,0.176705,-1.394852,0.37586,-0.080262,1.073779,25.807167,17,0
-2.884759,-0.111783,0.032123,0.455656,0.217796,-0.255381,298.115065,20,1
1.495231,-0.285701,1.034122,-0.737512,-1.383183,0.434906,19.908386,17,0
-2.716593,-1.871919,-0.004296,0.285286,-0.675097,0.542191,389.519864,14,1
-0.685416,2.115773,1.798002,1.288691,-0.794124,-0.677515,27.182615,21,1
0.473815,0.065736,0.730092,0.629117,1.201822,0.710139,84.172266,7,0
-0.226937,0.564407,-0.079075,0.846216,0.425857,-0.927843,70.264387,1,0
-1.663856,-0.220555,0.098267,-0.303333,1.07397,-0.308498,127.387164,7,0
1.651277,-0.860332,-1.41856,-1.220454,-0.669956,-0.054269,614.648247,0,0
1.1068,-0.404107,-0.479012,-0.042965,0.712684,-0.986425,288.647899,17,0
0.630985,0.78285,0.079496,-2.592717,2.055477,-0.894272,97.440003,10,0
-0.748125,0.636616,-0.82826,1.624439,2.067763,0.164824,58.350941,18,0
0.56583,0.829917,1.06803,-0.557098,0.290191,-0.956436,287.864142,15,0
-0.275516,-0.73264,1.660757,0.339606,-1.004859,1.620781,136.663455,2,0
0.805673,-0.358764,-0.767555,1.182408,-0.737733,0.239463,1263.099331,22,0
-1.198483,0.352068,0.497578,-0.34629,-1.654066,0.456378,1057.033817,13,0
1.940972,-1.961238,-0.816363,0.82957,-0.701926,-0.77843,190.37982,15,0
-1.197648,0.235996,-0.102657,-1.436295,1.099847,-0.910051,59.245844,18,0
0.920725,0.157011,-0.12449,0.046284,-0.036224,-0.780383,10.717764,10,0
0.881939,0.424857,-1.727089,0.074451,-0.386273,1.675983,31.853975,9,0
1.068004,-0.482838,0.840201,0.491467,0.645508,0.896749,39.541947,12,0
0.53048,0.893569,1.485774,0.292701,1.08565,-0.177144,38.680856,20,0
-0.520464,-0.323199,-0.624793,0.223256,-0.274803,0.029656,19.539872,9,0
0.997764,0.779557,-0.274413,-0.729268,0.596964,-0.133242,315.692344,15,0
-0.693287,0.908468,-0.684807,0.854618,0.041588,1.391667,139.995747,23,0
0.483201,1.100222,-0.434424,1.38271,0.652272,-0.829542,159.673783,16,0
-0.526331,1.429371,1.88451,1.99069,-0.940111,0.569369,23.939053,17,0
-2.062862,-0.275781,-1.802734,0.031729,1.639524,1.673434,144.227651,3,0
0.129663,-0.542753,-0.716644,-0.423,-0.031518,0.256848,64.171882,11,0
0.248346,-1.245353,-0.481544,1.146058,-0.533791,-2.643495,253.605748,1,0
0.948893,-0.415802,-1.059908,0.238874,-0.254045,-0.934826,504.310839,3,0
-0.325578,1.881193,0.522927,0.597641,1.656942,0.761157,122.455867,10,0
-0.792924,1.154045,0.035877,0.469078,-0.114654,1.372336,175.169806,21,0
-0.827905,-1.75115,-0.511111,-1.401251,0.960096,-0.096106,236.824713,23,0
1.73831,2.177995,-0.921483,0.581758,0.782191,2.614909,816.367001,10,0
-0.252209,-0.263087,-0.272184,-0.115828,-0.241102,0.255605,14.120812,14,0
0.504169,1.231003,-0.589909,0.783382,0.164568,0.982723,98.290795,2,0
-3.259406,0.737046,3.484235,0.638293,-0.490105,0.259228,153.710481,1,1
-0.495596,-0.728575,-0.942826,1.562658,0.802086,-0.544152,375.589306,10,0
-0.624997,0.811415,0.25863,-1.41831,2.367629,-1.253809,9.453769,21,0
0.319357,-1.174274,0.369988,-0.952797,-0.503608,0.367971,39.555654,9,0
-0.888047,-0.240967,2.132305,0.40813,-0.367723,-0.156883,134.814499,12,0
0.172045,2.068716,0.770117,-0.932363,-1.194394,-0.157277,93.095572,18,0
-0.213182,-0.745476,1.158501,0.889087,-2.006477,0.715496,44.530806,9,0
0.367933,0.093166,-0.717289,-1.008021,-0.482765,-0.894698,62.343358,17,0
-0.993521,-2.633034,-0.162002,-1.030391,0.755811,0.433182,277.279911,17,0
0.292712,-0.334766,-0.873581,-1.369247,0.910395,-0.384915,69.323113,13,0
1.688738,-0.469221,0.026514,-1.055705,0.314555,0.239828,43.815764,11,0
-1.319514,2.298065,-0.904125,-0.71796,-0.0533,-1.741357,6.036759,19,0
1.538099,-1.781837,0.411917,1.930438,0.216829,2.277851,75.540064,12,0
-0.509466,0.613609,1.02125,-0.225166,-0.032891,-0.036459,55.731263,1,0
-1.453141,-0.637882,0.018825,0.147958,-0.19072,-0.42332,17.430281,8,1
-0.235652,-2.443242,-0.32131,1.618296,-0.217509,1.489638,95.866841,5,0
-0.390844,0.15603,0.164885,0.953411,-0.025119,1.118175,6.46097,13,0
0.886077,0.307713,0.26457,-1.428617,0.390476,-0.875219,30.779854,12,0
-1.483794,0.854622,1.323913,0.333279,-0.563166,-0.228425,66.103291,18,0
2.404428,-1.312985,-0.679984,0.140092,0.464375,-0.583903,27.283231,2,0
-0.552944,1.536553,-1.059832,-0.539992,0.984033,-1.901986,17.945176,3,0
-0.467434,-0.861055,0.587576,-0.452878,-0.806965,1.78981,157.526631,20,0
1.886498,1.374942,-1.658201,0.891207,-0.058032,-0.599909,86.459481,18,0
-3.122485,-3.092362,1.820349,-0.663634,-1.714471,-0.677743,942.242152,14,1
-0.215323,0.779061,0.16087,0.688898,0.143663,1.099617,174.573503,18,0
2.154622,1.545436,0.354419,-0.85589,-0.224934,-0.692426,37.963385,8,0
0.619282,0.192521,-0.553269,0.372504,-0.218878,0.573805,80.827971,18,0
-0.642718,1.807153,1.131357,-0.420258,0.55507,0.421179,270.178554,15,0
-0.056307,-1.025697,0.227418,-0.556934,-0.401632,0.274762,101.664689,8,0
-1.812996,-0.779774,2.120748,-1.546329,-0.806024,-0.60992,59.626081,15,0
0.087854,-0.750949,-0.452305,-0.600878,1.834579,-0.189766,223.636874,22,0
0.628903,0.825301,0.608682,0.167651,1.239172,-0.090896,163.464018,7,0
-1.862563,-0.603544,4.029894,-1.692874,0.230851,-0.520507,209.719584,17,1
3.218484,0.950708,0.501177,1.275755,-0.26698,0.724454,12.216315,12,0
-0.992186,-1.139146,-0.818876,1.955058,-1.023034,-2.342593,32.451645,2,0
-4.489951,-2.121249,0.330658,1.016371,-1.015859,0.550977,697.21393,2,1
-0.080055,1.185201,-0.202638,0.281349,-0.349919,-0.258612,116.560745,16,0
0.48782,0.722729,-1.153612,-0.770057,0.060721,-1.2011,128.856809,15,0
0.462498,0.365349,-1.929173,-0.601501,2.868769,-1.821373,167.193224,14,1
-0.318957,1.067604,-0.397913,-0.344382,-0.541404,-0.02728,156.550035,19,0
0.160327,0.01031,-0.341125,-1.454413,2.132059,0.237527,39.129767,6,0
0.083312,3.005156,0.939451,-0.82792,-0.152045,0.516917,23.39864,3,0
0.827635,-0.876937,0.172731,0.727753,0.159462,1.231182,295.811762,10,0
-1.811418,-0.134967,-1.212211,1.375426,0.206646,-0.640064,59.275511,1,0
-2.158476,-2.128643,0.924529,0.228522,0.385365,0.203456,132.129401,9,1
0.043543,0.71441,-1.115698,-0.828422,2.040828,-0.697405,418.690947,11,0
-0.37395,1.881237,0.579934,-1.518365,-1.384123,-0.398965,15.874762,17,0
0.884885,1.039023,-2.024638,0.111861,-0.540793,1.492146,27.91025,14,1
-0.143879,-0.573281,0.667761,-0.972121,-0.661619,0.157723,57.78063,20,0
-1.366782,0.116807,-2.122638,-0.599866,-0.827307,-0.502318,18.249374,12,1
-0.608139,-0.666446,2.626468,-1.203368,-0.721437,0.708257,320.622167,2,0
-0.077831,0.322392,0.381037,1.109236,-0.204022,0.284105,297.414391,3,0
1.393946,3.379773,-0.040571,-0.550319,0.657106,1.030565,215.128353,14,0
0.614762,-1.773778,1.755954,-1.302372,-0.197053,-1.936218,30.544034,13,0
-0.473314,0.148234,0.243767,-1.901209,0.602698,0.248317,65.035134,10,0
0.741648,1.136091,-0.967239,1.164543,-0.14507,-0.610542,23.00457,15,0
-0.993111,1.951967,0.467276,-1.28885,1.095383,-0.891514,202.057694,5,0
0.875905,-0.617959,-0.823896,-1.09421,-0.26436,-0.067128,66.696554,16,0
1.156339,-0.484329,-0.63858,-0.674359,-0.364798,1.013285,149.769548,14,0
-1.028318,-1.22997,0.026392,-0.324744,-0.251706,-1.47907,68.489561,12,0
1.348784,0.80376,0.298741,-0.682148,0.715613,-1.202901,18.122158,10,0
-0.483471,0.955397,0.960455,-0.133132,0.791131,-0.17222,716.542222,19,0
1.123089,-0.460091,-1.20828,1.337368,-0.049054,-1.7265,140.053982,20,0
-0.471181,-0.588873,-0.472134,0.11767,0.404381,1.204039,221.445811,22,0
1.561006,-1.805138,-0.60313,-0.518287,0.251734,0.55281,39.403611,3,0
-1.653652,-1.924715,-0.780982,-2.139005,1.408031,0.367703,32.629173,6,0
-4.434444,-1.685276,0.380362,0.250401,-0.315187,-0.562518,882.697528,7,1
-0.385585,-1.492332,0.261746,-1.349597,-0.466455,-0.798474,2032.879362,1,0
1.347443,-1.93283,0.735963,-0.198899,0.924884,-0.819282,101.741731,8,1
-0.616601,-0.028206,0.762866,-1.716474,0.072095,0.064213,308.27869,5,0
-1.755659,1.346663,1.215965,-1.001363,-0.668827,0.661738,172.607207,3,0
-0.796869,2.050959,-0.009768,0.091469,-0.739391,0.21522,161.134252,22,1
-0.450896,-1.255661,-0.167557,-0.953536,0.187572,-1.632324,23.091735,16,0
-0.968841,-1.028729,-1.034358,0.988338,0.286594,-0.636569,170.506091,2,0
-0.411147,-0.717067,0.293454,1.254553,0.718118,-0.693534,32.181389,21,0
0.724504,-0.268395,2.548781,-0.951834,1.056587,-0.362394,143.9974,10,0
-1.584513,0.565377,-0.44209,0.509382,-0.1495,-0.860457,329.554112,6,0
-0.482339,0.159964,-1.726852,-0.529519,-0.115334,0.949635,131.181626,17,0
0.42323,-0.161734,-0.022302,-1.025928,1.863227,0.154263,87.542076,4,0
0.666583,0.839843,0.977793,-0.749743,-0.058612,-0.448521,6.654288,17,0
1.182223,0.079393,-0.231369,0.161517,0.934168,-1.44881,56.655749,20,0
-0.540938,-0.525972,-0.318655,0.114351,0.15525,0.285747,657.767381,0,0
-1.939548,-0.399711,-0.234355,-0.990919,-0.22809,0.600444,141.971324,3,0
0.033515,-0.222663,0.59513,1.442541,1.016734,0.138224,29.450527,9,0
-1.261044,1.445809,1.126775,0.000214,-2.074081,-0.114934,67.795813,7,0
-0.866192,-0.908686,1.184179,0.927006,-0.446271,-0.599044,199.093402,22,0
-0.199635,-2.385962,0.176699,0.414191,1.617988,0.928139,58.579736,2,0
0.663125,2.980158,-0.77713,-0.578437,1.608805,0.939124,120.837324,1,0
-0.867863,-0.815251,-0.562766,-1.040097,0.570355,-0.718966,50.77758,18,0
-0.09835,-1.820873,-1.21103,1.169045,0.551205,-0.142457,810.089833,10,0
-0.4006,-1.147378,0.087608,-0.258854,-0.024912,0.848413,40.369558,19,0
-0.054664,0.761757,0.780448,-1.130514,-1.287685,0.95451,154.118107,8,0
-1.206149,-1.411992,-1.282624,0.252132,0.354525,2.450479,21.715836,7,0
-1.258217,1.449033,-0.75497,-0.910737,0.209128,0.005213,289.685429,23,0
0.50084,0.6474,0.244265,-1.277632,0.342706,-0.421553,14.602163,21,0
-1.65089,-5.077395,-1.06316,-0.875127,1.373063,1.522285,427.341356,9,1
-1.42535,1.189329,-1.226658,0.157947,1.813197,1.101435,62.476549,5,1
-2.405319,-0.006919,-2.281841,0.661009,-0.679856,-0.475805,1037.483633,0,0
-3.444933,-2.740926,2.40334,-0.413159,-1.154969,0.461745,668.863818,18,1
0.525456,-1.360014,-1.304266,1.910889,0.010945,-1.144776,221.287032,18,0
-0.057861,-1.299901,0.650739,-0.065547,0.576885,-0.182911,194.946771,8,0
0.70979,-2.195293,-0.131273,-1.383846,0.276702,1.64193,186.888796,22,0
-0.135754,2.288395,0.856309,-0.456659,1.423819,-0.535609,499.187781,4,0
0.240849,-0.32834,0.981705,-0.918298,1.528082,-0.422659,939.766104,15,0
-2.718641,0.262477,-0.565188,0.543932,-0.218801,0.238039,168.852476,1,0
-0.429345,1.169462,1.501765,0.430527,1.148512,0.455281,141.356281,1,0
-0.297408,0.70375,-0.139733,-1.688485,2.028784,0.574788,525.141903,17,0
-0.592367,-1.360935,-0.707145,0.643636,-0.230321,-1.753487,33.818501,1,0
-0.390492,-0.365844,-0.730087,-1.234763,1.807952,-0.406925,455.783378,1,0
0.508063,0.146605,1.706338,0.255104,-0.784122,-0.615938,36.066515,9,0
2.054811,-0.901755,0.38757,-0.398632,0.827076,-1.194411,142.165959,21,0
0.984085,0.339313,0.255985,0.117828,-0.103045,-1.290824,40.338599,22,0
-1.745708,0.880985,0.425621,1.201661,0.309644,2.340009,260.557296,10,0
-0.778334,2.233607,-0.351609,0.173153,-0.092956,-0.251496,601.481234,13,0
-0.226793,-0.084152,-0.702162,0.643403,-0.111693,-0.495617,49.012568,14,0
-1.654681,0.721718,-0.615071,2.923458,1.383554,1.701895,17.817108,12,0
0.486468,2.014339,-0.490444,0.336971,0.605842,-0.007229,230.920409,1,0
-2.944244,0.527536,-0.897707,0.689062,-0.75611,-0.9879,149.041728,22,0
0.870509,0.64562,0.950991,-0.053002,0.145676,1.191403,212.07426,16,0
0.161388,0.26819,1.730528,-0.00372,-1.152194,1.153806,555.374342,2,0
0.301916,-0.008616,-0.114631,2.413079,-0.525203,1.639947,42.98027,5,0
1.347448,-1.82931,-0.942119,1.610901,0.624548,2.12037,60.228036,11,0
-1.666247,-0.59322,-0.578211,1.638272,0.241366,0.439786,90.48365,1,0
-0.684501,2.949094,-0.362171,-1.01594,-1.361846,-1.076268,114.662044,7,0
1.021193,-0.83038,0.294993,-1.515347,0.736452,-1.205858,58.257152,18,0
0.222208,-0.619347,0.819891,0.847922,-1.835282,1.045109,154.466,12,0
0.493518,0.052975,0.252702,0.663216,-0.336881,0.036202,36.769993,12,0
0.133755,-2.168845,-1.48903,1.104961,-0.744065,0.072064,80.867783,12,0
0.195493,0.929907,-0.575904,0.076134,-0.428961,-0.629628,306.451463,18,0
-1.637831,0.171751,1.172307,-1.950596,-0.256546,-0.017493,29.187675,5,0
1.194795,0.945235,0.291233,0.379321,0.198167,2.350613,40.443219,4,0
-1.197414,-1.089874,0.946953,1.047813,-1.057687,-0.40261,137.74095,14,0
-0.0259,-0.985278,-0.014814,-0.720211,0.503062,0.060626,184.842003,17,0
1.865766,0.859167,-0.479684,-0.480553,0.885313,-1.163957,114.498448,22,0
-0.339619,-1.215932,-1.259566,-0.067598,-1.333734,0.949045,428.039858,16,0
2.383915,0.904808,-0.022319,0.285898,0.054288,0.699015,19.68948,22,0
0.838099,-0.553761,-0.590437,0.895816,-2.452825,0.734817,397.605547,1,0
-0.198259,2.320035,1.988745,-0.377508,-0.222819,-0.34027,500.568745,14,0
-0.423739,0.706747,1.356162,-1.351278,-0.753475,-0.132325,240.4511,19,0
0.791137,1.265435,-1.570399,-1.064916,-0.27006,-1.443263,71.865392,3,0
0.749069,-1.167115,2.409908,-0.591003,0.413712,0.826456,213.154545,23,0
-0.685831,1.954108,0.233322,0.679705,-0.311084,-0.106598,33.686946,1,0
1.248716,0.93325,0.441248,0.705561,0.549153,-0.988757,36.167412,9,0
2.915152,-1.647669,-0.634999,0.235946,0.828835,0.657598,1029.107899,21,0
0.129303,0.351529,-0.35679,-0.932783,0.002462,-0.544461,44.487804,3,0
0.957644,0.048482,0.369536,-0.186028,0.512107,-0.553232,501.248919,17,0
1.223673,-0.425736,1.660963,0.469036,-0.877272,-0.374157,105.402144,7,0
2.051722,0.840839,-2.254209,1.783266,-0.846276,0.899908,290.379283,9,0
-0.57498,-0.072445,-0.660643,-0.192469,0.35283,-0.070065,110.222066,5,0
0.237381,1.24773,-1.130044,-0.078879,0.405179,0.100103,62.267991,6,0
-0.680682,1.457865,0.439296,-0.095615,1.722002,-1.302267,1240.210646,13,0
-1.995665,1.548256,0.711962,-1.373261,0.293001,1.168498,100.837574,14,0
0.119056,-0.788535,-1.859802,-0.613092,2.316873,0.257613,32.266136,17,0
1.238465,-0.919928,0.239674,1.996967,-0.010465,0.706249,141.90191,8,0
0.099932,2.262763,-0.530854,-0.75761,-1.378809,0.103096,149.898602,20,0
0.657797,0.235297,-1.176756,-0.431205,1.050804,-0.974189,14.092462,9,0
0.447336,0.487633,-0.677142,-0.998333,0.078604,0.102057,188.572486,3,0
-0.027439,0.305663,0.059893,0.634425,0.86342,0.530859,328.590261,18,0
-0.302552,0.166902,-0.369079,2.959458,-0.530708,0.327325,24.180042,14,0
0.935582,0.558015,-1.186933,1.38922,1.225572,0.465475,195.991798,5,0
-1.371958,-0.030982,-1.215253,-0.169817,-0.937008,-0.277404,39.051015,18,0
-1.866554,-0.228164,0.07864,1.279007,0.851755,-0.73996,1066.053807,2,0
0.94337,-0.2928,0.085267,-1.500309,-2.150762,1.251905,996.462286,16,0
0.041529,-0.357517,-1.002435,-1.280413,-0.580411,0.129931,98.967,0,0
-1.975541,-0.415694,-1.685147,0.693362,-0.248714,1.851084,63.273417,19,0
0.122597,0.405263,0.211412,0.976933,-1.544018,-0.475155,173.469265,14,0
-1.179815,-1.067629,-0.5631,0.47712,-0.322023,-0.648418,118.936958,0,0
-1.766096,-2.748903,0.323275,0.963497,0.568317,-0.699094,345.037602,12,1
-0.020167,-2.301934,-1.996946,-0.318678,0.27856,-0.234865,55.490109,21,0
-1.824067,-1.86983,0.821079,-0.402175,-0.886704,-1.040375,6179.40338,5,1
-0.016928,-1.901613,0.649062,1.39797,-1.241452,-0.671464,19.656013,18,0
0.974465,-2.923296,-0.831449,0.62275,-0.460858,0.58061,37.661062,23,0
0.075366,2.078246,0.354348,0.947539,0.026724,-0.704946,1488.336218,12,0
-0.347108,0.25238,-0.987576,0.573931,1.351151,0.841678,201.436383,3,0
-2.568857,-1.833186,1.020731,-0.127117,0.896917,-0.700819,822.397251,3,1
-1.577774,-0.024368,1.198746,-0.025397,-0.79166,-2.148209,30.536528,0,0
0.77883,-1.877894,0.127599,-0.242517,0.046279,-0.989034,41.584465,5,0
-1.486115,0.233967,1.197135,-0.227941,-0.867594,-0.17758,23.628643,7,0
-1.582459,-0.088871,-0.161399,-0.654045,-0.259513,1.126996,59.077914,6,0
0.492951,1.187572,-0.213458,0.29203,-0.475322,-1.162162,247.826,23,0
-1.69076,-0.011582,0.522455,0.067609,1.769149,-1.004562,41.737997,6,0
0.298969,0.464848,-0.008698,-0.545884,1.248566,-0.539257,230.860318,14,0
0.296617,1.118125,-1.506927,-0.648672,0.093566,1.572219,25.340002,23,0
-0.419032,0.407548,-0.302712,1.111938,0.310727,0.056456,229.847822,8,0
-1.126178,0.477944,-1.336767,-0.098129,-0.571294,0.135756,27.297575,5,0
0.782485,0.669692,1.128761,0.24366,0.815866,0.558222,248.49138,23,0
-4.549711,-0.850375,1.81342,-1.385611,0.025979,0.04686,289.873846,18,1
1.064137,-0.127973,-1.374494,-0.942469,1.170071,-0.804611,31.983446,4,0
-0.36127,0.474691,-0.464203,2.18053,0.911871,-0.968469,726.020064,4,0
0.973611,0.059174,-2.301066,0.510676,1.756484,-1.127638,596.125955,5,0
0.226206,0.632884,1.487491,-1.148133,-0.458278,-0.076196,15.854685,14,0
-0.906713,-0.264872,0.160801,-1.139967,0.350677,0.206016,545.380129,17,0
-0.779261,0.59533,-1.019072,-1.857839,0.30323,-0.633951,285.234652,13,0
-0.606698,1.931932,1.297846,1.774685,0.130614,0.763309,738.358318,6,0
0.429984,0.214175,0.071172,0.495935,0.272334,-0.018972,37.732108,21,0
1.789023,-0.291009,0.670727,1.744776,0.036731,-0.226483,72.860331,0,0
1.171204,0.031029,0.154369,1.224509,-0.427677,0.850198,42.766789,8,1
0.551452,-0.182162,0.949647,0.13841,0.267758,-2.188749,35.677627,17,0
0.554152,-1.208098,-0.100981,-0.725179,0.604032,1.075358,106.051279,7,0
1.294449,-0.446132,-0.044665,-1.214729,-0.401614,-1.765939,13.761102,20,0
1.453977,-1.034225,-0.171933,0.800614,-2.194396,0.064643,81.450938,6,0
1.37691,-0.98147,1.090166,-0.733394,-0.540898,0.344832,367.049425,3,0
-0.550571,0.035167,0.171738,1.22777,-0.237033,-0.465653,36.567595,1,1
-0.466177,-0.164878,1.032562,-0.147875,-0.929115,0.335658,57.188501,17,0
1.374421,-0.783919,-1.818631,0.167522,0.485412,0.147382,192.26054,20,0
-0.200848,-2.048299,0.099093,-0.793989,-0.186382,-1.685372,93.628845,10,0
-1.843626,0.617983,-0.992213,-0.658553,-1.365348,-0.156541,511.051534,23,0
1.652318,-1.63289,-0.584736,-0.505742,2.040493,-1.320135,38.911253,21,0
0.272446,1.257734,0.084234,-0.632115,0.270814,0.6715,57.067352,3,0
0.422529,0.449958,0.889681,-1.712393,-0.183532,-1.065368,72.969267,9,0
1.34074,-0.388259,0.314637,-0.719233,1.001029,0.834452,11.575938,2,0
-0.93683,0.063978,0.143837,0.560366,0.317559,0.273162,81.334977,10,0
-0.954803,-0.755513,-0.396033,1.287742,-0.148971,-1.829211,25.121607,15,0
0.301126,0.215122,-2.129179,0.815437,1.63788,-0.862412,2631.157383,18,0
-1.690172,-0.129917,0.162013,0.789556,0.910708,-0.197422,96.537274,21,0
-0.053722,0.433008,0.220163,-0.8837,0.322003,0.354689,147.268053,10,0
1.266099,0.23299,-1.29841,-1.169664,-0.688672,0.186216,108.101977,17,0
0.084723,-0.234363,0.418449,0.344817,0.582353,0.561281,150.581991,15,0
0.617998,2.456016,-0.671524,0.557484,0.392034,-1.928489,61.200604,3,0
0.899288,-0.322568,-0.060861,-0.53841,0.633906,-0.176815,618.707968,17,0
2.258846,1.007319,1.661812,-0.598732,-0.134231,-0.915684,83.61151,23,0
1.91221,-0.754466,0.256759,-0.960404,-0.309316,1.803469,154.903252,20,0
0.16261,-1.034157,0.508618,-0.197535,-0.021691,2.377003,79.119511,21,0
-1.420287,0.064827,0.376989,-1.454332,0.086978,-0.617445,97.618457,19,0
0.146098,1.336383,0.297798,-0.554645,0.147228,2.047505,41.93852,0,0
2.074055,0.938197,-1.102934,-0.268728,-0.030683,-0.018549,29.926645,12,1
-0.504165,-0.490578,0.283332,-0.096519,-2.132683,-0.383656,111.371932,17,0
-0.504588,2.028648,-0.085616,2.62639,-0.517418,1.002511,42.343644,22,0
-1.021035,0.176217,0.656671,-1.516389,0.990772,-1.60518,11.228624,10,0
0.528784,2.152757,0.265557,-0.641301,1.258099,0.711188,715.443009,5,0
-0.3712,-0.200392,-1.768693,0.583598,1.223118,-0.257295,31.265457,23,0
0.702359,-0.417826,1.138235,-2.459032,0.507902,-1.263292,37.310002,11,0
0.763038,-1.29155,0.141437,-1.386107,-0.608268,-0.875306,159.916315,10,0
-0.654134,-0.157617,-1.065044,0.45506,-1.967639,-1.011577,17.139439,12,0
0.671274,0.123589,0.591553,-0.499671,-1.50272,-0.325608,426.299958,14,0
0.576586,1.665814,2.99513,1.905493,2.358132,0.325168,118.865492,5,0
-2.890452,-0.418413,-1.078074,-0.829317,1.474586,-0.374806,16.680663,23,0
-0.820869,1.116369,-1.0996,-0.19943,-0.619521,-0.297683,53.091389,22,0
0.238422,-0.5334,-0.410524,0.036107,-0.40701,-2.28295,1400.997835,10,0
1.174885,1.436711,1.727959,-2.045874,-1.193621,-1.808192,147.404291,8,0
-1.773724,0.040483,-0.570984,1.383812,0.964624,-1.589691,106.696466,11,0
4.21184,-0.025133,0.389132,-0.794146,1.13208,0.540512,245.042253,2,0
0.145663,-1.806598,0.159725,0.340343,-0.271842,1.347245,62.466264,7,0
-0.928027,-0.555442,1.459134,1.294701,0.934066,-1.711471,11.172121,16,0
-2.296552,-0.784719,1.254163,-0.260929,-1.289919,-0.541519,1082.412506,21,1
0.432359,0.62845,1.024062,2.400081,1.058564,0.798244,31.204471,12,0
0.720462,0.670458,0.77179,0.895551,1.610802,0.242689,42.734833,22,0
0.781408,-1.584303,-0.325222,0.778844,-1.091167,-0.063967,107.975874,19,0
0.24716,1.854584,0.919711,0.591862,-0.448749,0.582965,87.522198,4,0
-2.102342,0.888477,0.021983,0.948728,1.646159,0.520615,16.823498,10,0
-0.538928,-2.480431,-0.922897,-1.661854,1.181226,0.462454,31.844737,17,0
0.287532,0.87464,-0.028608,0.843371,0.044893,0.013521,160.899308,14,0
-1.696841,-0.350345,0.144865,-0.71678,-0.476219,1.446075,65.991658,5,0
-0.190358,-0.813724,-1.134101,0.900163,-0.277735,-0.297454,589.300027,6,0
-0.946734,0.683096,0.778676,-1.502565,-1.005593,0.695379,1072.801907,8,0
-0.475748,-0.513046,-1.019948,0.185987,-1.309877,1.180232,44.910512,16,0
0.267678,-2.482514,-0.37501,-0.225901,-0.54824,-1.918738,126.280481,12,0
0.295888,0.116401,-0.444556,-1.504673,-0.162786,1.851087,94.577161,0,0
